prediction;gold;sentence 
negative;negative;they took a bath and she screamed when it wa full of brown and soot.
negative;negative;"don\u00b4t stay there!!!!"""
negative;negative;"for the amount paid, would have surely expected better service and value."""
negative;negative;i thought maybe he wa the only bad egg but my check out attendant wa just a bad.
negative;negative;\u201cso, the customers\u2019 welfare and security are not an essential or important part of the business?\u201d my husband called to the marriott customer service and corporate service and he wa treated even worse.
negative;negative;creepy shower.
positive;negative;"all in all, i wouldn't go back."""
negative;negative;we thought we didnt have a closet but found a door to one and the dresser drawer kept coming out on it own.
negative;negative;"limited breakfast selection."""
positive;negative;"here's my advice, spend the extra 50 per night and stay in the heart of it all and away from the comfort inn!!!!"""
negative;negative;i could actually brush my teeth at the sink while sitting on the toilet in my bathroom.
negative;negative;finally someone from security came up with a new set that finally worked.
negative;negative;we took a taxi to a bus stop and it only cost u $40/way eventhough the journey wa an hour longer.
negative;negative;"""esta excelente el hotel, tiene unas camas riquisimas y la almohadas estan de lux, te invitan a dormir, pero e de muy mal gusto que te cobren 16 dolares por noche de estacionamiento, ese debe ser un servicio gratuito para los huespedes, fuera de eso todo bien."""
positive;negative;\n3) the room service food is expensive and of poor quality - certainly not fine dining by any stretch of the imagination.
negative;negative;the arrival experience wa fine, but it wa very very in my face.
negative;negative;there's an ethernet cable but that chain you to the desk -- no putting your foot up in bed to check e-mail.
positive;negative;this facility is very old and it shows.
negative;negative;room wa ok but no place for our clothes.
negative;negative;how much time do you really spend in the hotel?\nit wa dirty - really dirty.
negative;negative;"""ho soggiornato in quest'albergo a ferragosto: sicuramente \u00e8 in un'ottima posizione, all'apparenza pulito, sicuramente la colazione \u00e8 compresa."
negative;negative;we called for a plunger one day and it took about 2 hour before they showed up with some 6 foot snake to try and snake the drain.
negative;negative;there is no pool except for a hole in the ground with green water.
positive;negative;"""i reserved a room with 2 double beds."
negative;negative;at time of booking (early june) it mentioned construction wa to be finished by mid may 2011.
negative;negative;cheap price and cheap accommodations.
negative;negative;but, there were no room anywhere else available, or so we were told.
negative;negative;nothing could be found, therefore we asked that the motel not immediately charge u for the second night should we find a place that we found to be more appropriate.
positive;negative;\nmy family and i have been staying at the doubletree for many year whenever we go to boston.
negative;negative;"the hotel is so average and underwhelming would only return if could obtain a special rate."""
negative;negative;this will be my last stay at this hotel.
negative;negative;"""this is a horrible, horrible hotel in a great location!"
positive;negative;i found them to be very mechanical and not warm and hospitable.
negative;negative;the second room wa no better.
positive;negative;seemed nice when we first got there.
negative;negative;"transfer zum flughafen und u-bahn funktioniert."""
negative;negative;i will never let something like this ruin our vacation (as we did have a blast at the zoo and cosi center) so i will try to leave a review minus any drama you may have read in other report on ta.\ncheck in: slow service, but very friendly.
negative;negative;everything in the room wa operational so that wa nice.
negative;negative;at this point i wa told that they're very sorry, there wa a security breach a a thief wa able to walk into the hotel, walk into the safe storage room (it was, it appears, a cupboard that stored, along with guests' luggage, a large amount of renovation-related equipment and had workman walking in and out all day) and walk out again with several piece of luggage including mine!
